Shared Story/Story Id,Shared Story/Created,Shared Story/Content/0,Spotlight History/Story Date,Spotlight History/Story URL,Spotlight History/Action Type,Spotlight History/View Time
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYJBhSoHkj4nIEAXsA-SzfAXsA-SzeAO1OAA,VIEW,19.85 seconds
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYUhOTJXOkmX4DAXr1REP2AXr1REP2AO1OAA,VIEW,18.47 seconds
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYNLYrkUeT0rloAXro--qAAXro--qAAO1OAA,VIEW,19.97 seconds
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAY3eoeoeYeQFaTAXr251WsAXr251WsAO1OAA,VIEW,20.53 seconds
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAY2wub9lg8klTnAXrfkE9NAXrfkE9NAO1OAA,VIEW,15.94 seconds
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYgPDafkYFcerdAXrpKPcoAXrpKPcoAO1OAA,VIEW,14.82 seconds
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYPhW55jyZlgArAXnrbJotAXnrbJmpAO1OAA,VIEW,11.50 seconds
,,,2021-08-05 11:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYc_gVRqGmcm82AXr5TpYAAXr5TpX_AO1OAA,VIEW,6.43 seconds
,,,2021-08-04 01:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAY7r6j08bl4KH5AXsDhLhzAXsDhLhyAO1OAA,VIEW,3.75 seconds
,,,2021-07-31 20:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYu6Bri3OC0YXxAXr25hDjAXr25hDjAO1OAA,VIEW,0.06 seconds
,,,2021-07-26 18:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAYrF2_tNzCgIofAXqXEVWhAXqXEVWhAO1OAA,VIEW,0.27 seconds
,,,2021-07-26 17:00:00 UTC,https://story.snapchat.com/o/W7_EDlXWTBiXAEEniNoMPwAAY3SCqIFIhvyTUAXdVlnPhAXdVlnNTAO1OAA,VIEW,2.64 seconds
